PAY_DATE,PAY_AMOUNT,USER_ID,REG_DATE,PAY_DATE_TS,REG_DATE_TS
1596300000000.0,3.99,30194,1596290000000.0,1596300000000.0,1596290000000.0
1596440000000.0,3.99,30475,1596440000000.0,1596440000000.0,1596440000000.0
1596850000000.0,3.99,70095,1596850000000.0,1596850000000.0,1596850000000.0
1596850000000.0,9.99,70095,1596850000000.0,1596850000000.0,1596850000000.0
1596850000000.0,3.99,70095,1596850000000.0,1596850000000.0,1596850000000.0
1596850000000.0,3.99,70095,1596850000000.0,1596850000000.0,1596850000000.0
1596850000000.0,17.99,70095,1596850000000.0,1596850000000.0,1596850000000.0
1597380000000.0,3.99,90053,1597380000000.0,1597380000000.0,1597380000000.0
1597390000000.0,3.99,90053,1597380000000.0,1597390000000.0,1597380000000.0
1597610000000.0,17.99,95319,1597610000000.0,1597610000000.0,1597610000000.0
1597700000000.0,1.99,95319,1597610000000.0,1597700000000.0,1597610000000.0
1597710000000.0,17.99,40112,1596590000000.0,1597710000000.0,1596590000000.0
1597730000000.0,3.99,95514,1597720000000.0,1597730000000.0,1597720000000.0
1597770000000.0,3.99,40066,1596570000000.0,1597770000000.0,1596570000000.0
1597800000000.0,3.99,40066,1596570000000.0,1597800000000.0,1596570000000.0
1597900000000.0,19.99,40066,1596570000000.0,1597900000000.0,1596570000000.0
1597900000000.0,17.99,40066,1596570000000.0,1597900000000.0,1596570000000.0
1597910000000.0,3.99,40066,1596570000000.0,1597910000000.0,1596570000000.0
1597910000000.0,3.99,40066,1596570000000.0,1597910000000.0,1596570000000.0
1597910000000.0,3.99,40066,1596570000000.0,1597910000000.0,1596570000000.0
1598000000000.0,3.99,40066,1596570000000.0,1598000000000.0,1596570000000.0
1598020000000.0,4.169235700000001,110051,1598020000000.0,1598020000000.0,1598020000000.0
1598030000000.0,4.169235700000001,110051,1598020000000.0,1598030000000.0,1598020000000.0
1598030000000.0,4.169235700000001,110051,1598020000000.0,1598030000000.0,1598020000000.0
1598150000000.0,3.99,110460,1598150000000.0,1598150000000.0,1598150000000.0
1598160000000.0,19.99,110474,1598150000000.0,1598160000000.0,1598150000000.0
1598160000000.0,17.99,110474,1598150000000.0,1598160000000.0,1598150000000.0
1598160000000.0,1.99,110460,1598150000000.0,1598160000000.0,1598150000000.0
1598210000000.0,17.99,110685,1598210000000.0,1598210000000.0,1598210000000.0
1598220000000.0,3.99,110685,1598210000000.0,1598220000000.0,1598210000000.0
1598260000000.0,5.091816400000001,110850,1598260000000.0,1598260000000.0,1598260000000.0
1598260000000.0,5.091816400000001,110850,1598260000000.0,1598260000000.0,1598260000000.0
1598260000000.0,2.4739158,110850,1598260000000.0,1598260000000.0,1598260000000.0
1598260000000.0,2.4739158,110850,1598260000000.0,1598260000000.0,1598260000000.0
1598310000000.0,5.091816400000001,111100,1598310000000.0,1598310000000.0,1598310000000.0
1598380000000.0,17.99,115063,1598380000000.0,1598380000000.0,1598380000000.0
1596410000000.0,22.232021,30305,1596360000000.0,1596410000000.0,1596360000000.0
1596410000000.0,22.232021,30305,1596360000000.0,1596410000000.0,1596360000000.0
1596590000000.0,17.99,40112,1596590000000.0,1596590000000.0,1596590000000.0
1596620000000.0,17.99,40181,1596620000000.0,1596620000000.0,1596620000000.0
1596720000000.0,3.99,60008,1596720000000.0,1596720000000.0,1596720000000.0
1596810000000.0,1.99,65081,1596760000000.0,1596810000000.0,1596760000000.0
1596850000000.0,17.99,40112,1596590000000.0,1596850000000.0,1596590000000.0
1596200000000.0,3.99,30095,1596200000000.0,1596200000000.0,1596200000000.0
1596200000000.0,3.99,30095,1596200000000.0,1596200000000.0,1596200000000.0
1598420000000.0,17.99,105098,1597790000000.0,1598420000000.0,1597790000000.0
1598440000000.0,5.096513,110897,1598270000000.0,1598440000000.0,1598270000000.0
1596890000000.0,3.99,70171,1596890000000.0,1596890000000.0,1596890000000.0
1596960000000.0,20.03146,70174,1596890000000.0,1596960000000.0,1596890000000.0
1596970000000.0,4.101545,70342,1596970000000.0,1596970000000.0,1596970000000.0
1596970000000.0,4.101545,70342,1596970000000.0,1596970000000.0,1596970000000.0
1597100000000.0,3.99,65039,1596740000000.0,1597100000000.0,1596740000000.0
1597100000000.0,20.035246,70174,1596890000000.0,1597100000000.0,1596890000000.0
1597260000000.0,3.99,85048,1597260000000.0,1597260000000.0,1597260000000.0
1597280000000.0,5.068107,85073,1597270000000.0,1597280000000.0,1597270000000.0
1597280000000.0,5.068107,85073,1597270000000.0,1597280000000.0,1597270000000.0
1597280000000.0,2.4623964,85073,1597270000000.0,1597280000000.0,1597270000000.0
1597280000000.0,2.4623964,85073,1597270000000.0,1597280000000.0,1597270000000.0
1597280000000.0,5.068107,85073,1597270000000.0,1597280000000.0,1597270000000.0
1597280000000.0,5.068107,85073,1597270000000.0,1597280000000.0,1597270000000.0
1597280000000.0,2.4623964,85073,1597270000000.0,1597280000000.0,1597270000000.0
1597470000000.0,3.99,95083,1597470000000.0,1597470000000.0,1597470000000.0
1597470000000.0,17.99,95083,1597470000000.0,1597470000000.0,1597470000000.0
1597550000000.0,17.99,95083,1597470000000.0,1597550000000.0,1597470000000.0
1597690000000.0,17.99,95083,1597470000000.0,1597690000000.0,1597470000000.0
1597890000000.0,3.99,105098,1597790000000.0,1597890000000.0,1597790000000.0
1598010000000.0,2.5006285,105585,1597970000000.0,1598010000000.0,1597970000000.0
1598020000000.0,3.99,110050,1598020000000.0,1598020000000.0,1598020000000.0
1598020000000.0,17.99,110055,1598020000000.0,1598020000000.0,1598020000000.0
1598060000000.0,17.99,110149,1598060000000.0,1598060000000.0,1598060000000.0
1598240000000.0,10.733139999999999,110782,1598240000000.0,1598240000000.0,1598240000000.0
1598250000000.0,4.64697,110782,1598240000000.0,1598250000000.0,1598240000000.0
1598280000000.0,5.091816400000001,110897,1598270000000.0,1598280000000.0,1598270000000.0
1598310000000.0,3.99,95480,1597700000000.0,1598310000000.0,1597700000000.0
1598320000000.0,1.99,95480,1597700000000.0,1598320000000.0,1597700000000.0
1596510000000.0,3.99,35103,1596490000000.0,1596510000000.0,1596490000000.0
1596530000000.0,3.99,35103,1596490000000.0,1596530000000.0,1596490000000.0
1596590000000.0,5.090743499999999,40128,1596590000000.0,1596590000000.0,1596590000000.0
1596740000000.0,3.99,65039,1596740000000.0,1596740000000.0,1596740000000.0
1598390000000.0,17.99,110124,1598050000000.0,1598390000000.0,1598050000000.0
1596940000000.0,17.99,65183,1596800000000.0,1596940000000.0,1596800000000.0
1597010000000.0,3.99,70447,1597010000000.0,1597010000000.0,1597010000000.0
1597210000000.0,3.99,70432,1597010000000.0,1597210000000.0,1597010000000.0
1597240000000.0,19.99,85018,1597240000000.0,1597240000000.0,1597240000000.0
1597250000000.0,3.99,85018,1597240000000.0,1597250000000.0,1597240000000.0
1597270000000.0,3.99,85018,1597240000000.0,1597270000000.0,1597240000000.0
1597370000000.0,3.99,70432,1597010000000.0,1597370000000.0,1597010000000.0
1597370000000.0,17.99,70432,1597010000000.0,1597370000000.0,1597010000000.0
1597440000000.0,19.99,85169,1597340000000.0,1597440000000.0,1597340000000.0
1597440000000.0,3.99,85169,1597340000000.0,1597440000000.0,1597340000000.0
1597450000000.0,3.99,85169,1597340000000.0,1597450000000.0,1597340000000.0
1597460000000.0,17.99,70432,1597010000000.0,1597460000000.0,1597010000000.0
1597590000000.0,3.99,95273,1597590000000.0,1597590000000.0,1597590000000.0
1597590000000.0,17.99,95273,1597590000000.0,1597590000000.0,1597590000000.0
1597590000000.0,1.99,95273,1597590000000.0,1597590000000.0,1597590000000.0
1597590000000.0,34.99,95273,1597590000000.0,1597590000000.0,1597590000000.0
1597650000000.0,3.99,85169,1597340000000.0,1597650000000.0,1597340000000.0
1597650000000.0,3.99,85169,1597340000000.0,1597650000000.0,1597340000000.0
1597650000000.0,3.99,85169,1597340000000.0,1597650000000.0,1597340000000.0
1597650000000.0,3.99,85169,1597340000000.0,1597650000000.0,1597340000000.0
1597820000000.0,3.99,105118,1597790000000.0,1597820000000.0,1597790000000.0
1597830000000.0,3.99,105118,1597790000000.0,1597830000000.0,1597790000000.0
1597830000000.0,3.99,105118,1597790000000.0,1597830000000.0,1597790000000.0
1597890000000.0,3.99,70432,1597010000000.0,1597890000000.0,1597010000000.0
1597890000000.0,17.99,70432,1597010000000.0,1597890000000.0,1597010000000.0
1597960000000.0,4.698564,95318,1597610000000.0,1597960000000.0,1597610000000.0
1597990000000.0,2.474972,105559,1597960000000.0,1597990000000.0,1597960000000.0
1597990000000.0,2.474972,105559,1597960000000.0,1597990000000.0,1597960000000.0
1597990000000.0,2.474972,105559,1597960000000.0,1597990000000.0,1597960000000.0
1597990000000.0,2.474972,105559,1597960000000.0,1597990000000.0,1597960000000.0
1598000000000.0,2.474972,105559,1597960000000.0,1598000000000.0,1597960000000.0
1598000000000.0,2.474972,105559,1597960000000.0,1598000000000.0,1597960000000.0
1598000000000.0,2.474972,105559,1597960000000.0,1598000000000.0,1597960000000.0
1598000000000.0,2.474972,105559,1597960000000.0,1598000000000.0,1597960000000.0
1598000000000.0,2.474972,105559,1597960000000.0,1598000000000.0,1597960000000.0
1598000000000.0,2.5006285,105559,1597960000000.0,1598000000000.0,1597960000000.0
1598010000000.0,5.146796,105559,1597960000000.0,1598010000000.0,1597960000000.0
1598010000000.0,2.5006285,105559,1597960000000.0,1598010000000.0,1597960000000.0
1598020000000.0,2.5006285,105559,1597960000000.0,1598020000000.0,1597960000000.0
1598020000000.0,2.5006285,105559,1597960000000.0,1598020000000.0,1597960000000.0
1598020000000.0,2.5006285,105559,1597960000000.0,1598020000000.0,1597960000000.0
1598020000000.0,2.5006285,105559,1597960000000.0,1598020000000.0,1597960000000.0
1598020000000.0,2.5006285,105559,1597960000000.0,1598020000000.0,1597960000000.0
1598240000000.0,3.99,110813,1598240000000.0,1598240000000.0,1598240000000.0
1598250000000.0,17.99,110813,1598240000000.0,1598250000000.0,1598240000000.0
1598300000000.0,3.99,110124,1598050000000.0,1598300000000.0,1598050000000.0
1596340000000.0,17.99,30264,1596340000000.0,1596340000000.0,1596340000000.0
1596340000000.0,1.99,30264,1596340000000.0,1596340000000.0,1596340000000.0
1596340000000.0,17.99,30264,1596340000000.0,1596340000000.0,1596340000000.0
1596350000000.0,17.99,30264,1596340000000.0,1596350000000.0,1596340000000.0
1596390000000.0,3.99,30264,1596340000000.0,1596390000000.0,1596340000000.0
1596400000000.0,3.99,30264,1596340000000.0,1596400000000.0,1596340000000.0
1596660000000.0,3.99,45047,1596650000000.0,1596660000000.0,1596650000000.0
1596660000000.0,3.99,45047,1596650000000.0,1596660000000.0,1596650000000.0
1596660000000.0,1.99,45047,1596650000000.0,1596660000000.0,1596650000000.0
1596670000000.0,3.99,45047,1596650000000.0,1596670000000.0,1596650000000.0
1596670000000.0,3.99,45047,1596650000000.0,1596670000000.0,1596650000000.0
1596680000000.0,3.99,45047,1596650000000.0,1596680000000.0,1596650000000.0
1596750000000.0,3.99,45047,1596650000000.0,1596750000000.0,1596650000000.0
1596750000000.0,3.99,45047,1596650000000.0,1596750000000.0,1596650000000.0
1596750000000.0,1.99,45047,1596650000000.0,1596750000000.0,1596650000000.0
1596750000000.0,3.99,45047,1596650000000.0,1596750000000.0,1596650000000.0
1596750000000.0,3.99,30093,1596200000000.0,1596750000000.0,1596200000000.0
1596760000000.0,3.99,45047,1596650000000.0,1596760000000.0,1596650000000.0
1596810000000.0,3.99,65183,1596800000000.0,1596810000000.0,1596800000000.0
1596810000000.0,3.99,65183,1596800000000.0,1596810000000.0,1596800000000.0
1596810000000.0,3.99,65183,1596800000000.0,1596810000000.0,1596800000000.0
1598490000000.0,3.99,115610,1598490000000.0,1598490000000.0,1598490000000.0
1596990000000.0,3.99,70379,1596980000000.0,1596990000000.0,1596980000000.0
1596990000000.0,3.99,70379,1596980000000.0,1596990000000.0,1596980000000.0
1597030000000.0,3.99,70379,1596980000000.0,1597030000000.0,1596980000000.0
1597080000000.0,3.99,70593,1597080000000.0,1597080000000.0,1597080000000.0
1597080000000.0,17.99,65057,1596750000000.0,1597080000000.0,1596750000000.0
1597370000000.0,3.99,65086,1596760000000.0,1597370000000.0,1596760000000.0
1597370000000.0,3.99,65086,1596760000000.0,1597370000000.0,1596760000000.0
1597530000000.0,17.99,95137,1597500000000.0,1597530000000.0,1597500000000.0
1597680000000.0,17.99,95427,1597680000000.0,1597680000000.0,1597680000000.0
1597680000000.0,35.99,95427,1597680000000.0,1597680000000.0,1597680000000.0
1597690000000.0,34.99,95427,1597680000000.0,1597690000000.0,1597680000000.0
1597720000000.0,34.99,95427,1597680000000.0,1597720000000.0,1597680000000.0
1597740000000.0,20.131954,95561,1597740000000.0,1597740000000.0,1597740000000.0
1597740000000.0,2.2944242999999998,95561,1597740000000.0,1597740000000.0,1597740000000.0
1597740000000.0,4.6679664,95561,1597740000000.0,1597740000000.0,1597740000000.0
1597780000000.0,3.99,105066,1597780000000.0,1597780000000.0,1597780000000.0
1597780000000.0,1.99,105066,1597780000000.0,1597780000000.0,1597780000000.0
1597780000000.0,1.99,105066,1597780000000.0,1597780000000.0,1597780000000.0
1597790000000.0,34.99,95476,1597700000000.0,1597790000000.0,1597700000000.0
1597790000000.0,9.99,95476,1597700000000.0,1597790000000.0,1597700000000.0
1597930000000.0,3.99,105066,1597780000000.0,1597930000000.0,1597780000000.0
1597930000000.0,3.99,105066,1597780000000.0,1597930000000.0,1597780000000.0
1597930000000.0,3.99,105066,1597780000000.0,1597930000000.0,1597780000000.0
1597950000000.0,3.99,105066,1597780000000.0,1597950000000.0,1597780000000.0
1597950000000.0,3.99,105066,1597780000000.0,1597950000000.0,1597780000000.0
1597980000000.0,3.99,105317,1597870000000.0,1597980000000.0,1597870000000.0
1597980000000.0,17.99,105317,1597870000000.0,1597980000000.0,1597870000000.0
1598070000000.0,3.99,110151,1598070000000.0,1598070000000.0,1598070000000.0
1598070000000.0,1.99,110151,1598070000000.0,1598070000000.0,1598070000000.0
1598070000000.0,3.99,110151,1598070000000.0,1598070000000.0,1598070000000.0
1598070000000.0,1.99,110151,1598070000000.0,1598070000000.0,1598070000000.0
1598360000000.0,3.99,111024,1598300000000.0,1598360000000.0,1598300000000.0
1596260000000.0,17.99,30148,1596250000000.0,1596260000000.0,1596250000000.0
1596340000000.0,17.99,30148,1596250000000.0,1596340000000.0,1596250000000.0
1596750000000.0,3.99,65057,1596750000000.0,1596750000000.0,1596750000000.0
1596750000000.0,17.99,65057,1596750000000.0,1596750000000.0,1596750000000.0
1596760000000.0,3.99,65057,1596750000000.0,1596760000000.0,1596750000000.0
1596820000000.0,17.99,65057,1596750000000.0,1596820000000.0,1596750000000.0
1596850000000.0,3.99,65057,1596750000000.0,1596850000000.0,1596750000000.0
1596050000000.0,17.99,20033,1596050000000.0,1596050000000.0,1596050000000.0
1596110000000.0,1.99,20033,1596050000000.0,1596110000000.0,1596050000000.0
1598400000000.0,3.99,115033,1598370000000.0,1598400000000.0,1598370000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,1.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,115306,1598420000000.0,1598430000000.0,1598420000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,115306,1598420000000.0,1598430000000.0,1598420000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,115326,1598430000000.0,1598430000000.0,1598430000000.0
1598430000000.0,3.99,111187,1598330000000.0,1598430000000.0,1598330000000.0
1596320000000.0,19.99,30239,1596320000000.0,1596320000000.0,1596320000000.0
1596320000000.0,17.99,30239,1596320000000.0,1596320000000.0,1596320000000.0
1596330000000.0,17.99,30239,1596320000000.0,1596330000000.0,1596320000000.0
1596350000000.0,24.849092000000002,30287,1596350000000.0,1596350000000.0,1596350000000.0
1596440000000.0,5.0902042000000005,30287,1596350000000.0,1596440000000.0,1596350000000.0
1596440000000.0,5.0902042000000005,30287,1596350000000.0,1596440000000.0,1596350000000.0
1596440000000.0,5.0902042000000005,30287,1596350000000.0,1596440000000.0,1596350000000.0
1596590000000.0,3.99,40107,1596590000000.0,1596590000000.0,1596590000000.0
1596910000000.0,1.99,70196,1596900000000.0,1596910000000.0,1596900000000.0
1596910000000.0,3.99,70196,1596900000000.0,1596910000000.0,1596900000000.0
1596920000000.0,1.99,70196,1596900000000.0,1596920000000.0,1596900000000.0
1596930000000.0,3.99,70196,1596900000000.0,1596930000000.0,1596900000000.0
1597060000000.0,19.99,70559,1597060000000.0,1597060000000.0,1597060000000.0
1597070000000.0,3.99,70559,1597060000000.0,1597070000000.0,1597060000000.0
1597080000000.0,17.99,70559,1597060000000.0,1597080000000.0,1597060000000.0
1597250000000.0,3.99,85028,1597250000000.0,1597250000000.0,1597250000000.0
1597630000000.0,18.08178,95368,1597630000000.0,1597630000000.0,1597630000000.0
1597650000000.0,17.99,95393,1597650000000.0,1597650000000.0,1597650000000.0
1597680000000.0,3.99,95380,1597640000000.0,1597680000000.0,1597640000000.0
1597680000000.0,3.99,95380,1597640000000.0,1597680000000.0,1597640000000.0
1597700000000.0,3.99,95380,1597640000000.0,1597700000000.0,1597640000000.0
1597700000000.0,3.99,95380,1597640000000.0,1597700000000.0,1597640000000.0
1597800000000.0,4.1602945,95368,1597630000000.0,1597800000000.0,1597630000000.0
1597880000000.0,4.1602945,105332,1597880000000.0,1597880000000.0,1597880000000.0
1597880000000.0,18.179502,105332,1597880000000.0,1597880000000.0,1597880000000.0
1597880000000.0,9.843758,105332,1597880000000.0,1597880000000.0,1597880000000.0
1597880000000.0,18.179502,105332,1597880000000.0,1597880000000.0,1597880000000.0
1597880000000.0,18.179502,105332,1597880000000.0,1597880000000.0,1597880000000.0
1597940000000.0,19.99,105520,1597940000000.0,1597940000000.0,1597940000000.0
1597940000000.0,17.99,105520,1597940000000.0,1597940000000.0,1597940000000.0
1598160000000.0,3.99,110500,1598160000000.0,1598160000000.0,1598160000000.0
1598160000000.0,3.99,110500,1598160000000.0,1598160000000.0,1598160000000.0
1598160000000.0,3.99,110500,1598160000000.0,1598160000000.0,1598160000000.0
1598170000000.0,17.99,110500,1598160000000.0,1598170000000.0,1598160000000.0
1598200000000.0,20.0414,110287,1598110000000.0,1598200000000.0,1598110000000.0
1598250000000.0,17.99,110500,1598160000000.0,1598250000000.0,1598160000000.0
1598370000000.0,3.99,115033,1598370000000.0,1598370000000.0,1598370000000.0
1598370000000.0,3.99,115033,1598370000000.0,1598370000000.0,1598370000000.0
1595980000000.0,1.99,15099,1595980000000.0,1595980000000.0,1595980000000.0
1596050000000.0,3.99,20026,1596040000000.0,1596050000000.0,1596040000000.0
1598380000000.0,3.99,115062,1598380000000.0,1598380000000.0,1598380000000.0
1598380000000.0,3.99,115062,1598380000000.0,1598380000000.0,1598380000000.0
1598380000000.0,3.99,115062,1598380000000.0,1598380000000.0,1598380000000.0
1598380000000.0,5.096513,115090,1598380000000.0,1598380000000.0,1598380000000.0
1598440000000.0,3.99,105634,1597990000000.0,1598440000000.0,1597990000000.0
1598440000000.0,3.99,105634,1597990000000.0,1598440000000.0,1597990000000.0
1598440000000.0,17.99,105634,1597990000000.0,1598440000000.0,1597990000000.0
1598470000000.0,3.99,115511,1598470000000.0,1598470000000.0,1598470000000.0
1598470000000.0,24.87989,115525,1598470000000.0,1598470000000.0,1598470000000.0
1598470000000.0,5.096513,115525,1598470000000.0,1598470000000.0,1598470000000.0
1598480000000.0,2.2880833,115544,1598480000000.0,1598480000000.0,1598480000000.0
1598480000000.0,4.655066000000001,115544,1598480000000.0,1598480000000.0,1598480000000.0
1597210000000.0,4.6559277,70084,1596840000000.0,1597210000000.0,1596840000000.0
1597220000000.0,2.2885067,70084,1596840000000.0,1597220000000.0,1596840000000.0
1597370000000.0,3.99,90041,1597370000000.0,1597370000000.0,1597370000000.0
1597450000000.0,1.99,95052,1597450000000.0,1597450000000.0,1597450000000.0
1597450000000.0,3.99,95052,1597450000000.0,1597450000000.0,1597450000000.0
1597460000000.0,3.99,95052,1597450000000.0,1597460000000.0,1597450000000.0
1597540000000.0,3.99,95198,1597530000000.0,1597540000000.0,1597530000000.0
1597540000000.0,3.99,95214,1597540000000.0,1597540000000.0,1597540000000.0
1597780000000.0,3.99,105010,1597760000000.0,1597780000000.0,1597760000000.0
1597970000000.0,3.99,95052,1597450000000.0,1597970000000.0,1597450000000.0
1597980000000.0,5.0939903,105597,1597980000000.0,1597980000000.0,1597980000000.0
1597980000000.0,5.0939903,105597,1597980000000.0,1597980000000.0,1597980000000.0
1597980000000.0,5.0939903,105597,1597980000000.0,1597980000000.0,1597980000000.0
1597980000000.0,5.0939903,105597,1597980000000.0,1597980000000.0,1597980000000.0
1597980000000.0,5.0939903,105597,1597980000000.0,1597980000000.0,1597980000000.0
1597990000000.0,3.99,105634,1597990000000.0,1597990000000.0,1597990000000.0
1598060000000.0,5.146796,105597,1597980000000.0,1598060000000.0,1597980000000.0
1598060000000.0,5.146796,105597,1597980000000.0,1598060000000.0,1597980000000.0
1598070000000.0,2.5006285,105597,1597980000000.0,1598070000000.0,1597980000000.0
1598070000000.0,5.146796,105597,1597980000000.0,1598070000000.0,1597980000000.0
1598070000000.0,2.5006285,105597,1597980000000.0,1598070000000.0,1597980000000.0
1598070000000.0,5.146796,105597,1597980000000.0,1598070000000.0,1597980000000.0
1598100000000.0,3.99,105634,1597990000000.0,1598100000000.0,1597990000000.0
1598100000000.0,3.99,105634,1597990000000.0,1598100000000.0,1597990000000.0
1598100000000.0,3.99,105634,1597990000000.0,1598100000000.0,1597990000000.0
1598100000000.0,3.99,105634,1597990000000.0,1598100000000.0,1597990000000.0
1598110000000.0,3.99,110221,1598110000000.0,1598110000000.0,1598110000000.0
1598110000000.0,3.99,110221,1598110000000.0,1598110000000.0,1598110000000.0
1598110000000.0,1.99,110221,1598110000000.0,1598110000000.0,1598110000000.0
1598120000000.0,3.99,110221,1598110000000.0,1598120000000.0,1598110000000.0
1598120000000.0,3.99,110221,1598110000000.0,1598120000000.0,1598110000000.0
1598120000000.0,1.99,110221,1598110000000.0,1598120000000.0,1598110000000.0
1598120000000.0,3.99,110221,1598110000000.0,1598120000000.0,1598110000000.0
1598120000000.0,1.99,110221,1598110000000.0,1598120000000.0,1598110000000.0
1598120000000.0,1.99,110221,1598110000000.0,1598120000000.0,1598110000000.0
1598120000000.0,3.99,110221,1598110000000.0,1598120000000.0,1598110000000.0
1598160000000.0,17.99,110508,1598160000000.0,1598160000000.0,1598160000000.0
1598210000000.0,3.99,110673,1598210000000.0,1598210000000.0,1598210000000.0
1598210000000.0,3.99,110673,1598210000000.0,1598210000000.0,1598210000000.0
1598210000000.0,3.99,110673,1598210000000.0,1598210000000.0,1598210000000.0
1598210000000.0,3.99,110673,1598210000000.0,1598210000000.0,1598210000000.0
1598300000000.0,19.99,111048,1598300000000.0,1598300000000.0,1598300000000.0
1598330000000.0,17.99,111048,1598300000000.0,1598330000000.0,1598300000000.0
1598380000000.0,19.99,115062,1598380000000.0,1598380000000.0,1598380000000.0
1598380000000.0,3.99,115062,1598380000000.0,1598380000000.0,1598380000000.0
1598380000000.0,3.99,115062,1598380000000.0,1598380000000.0,1598380000000.0
1598380000000.0,3.99,115062,1598380000000.0,1598380000000.0,1598380000000.0
1596320000000.0,19.99,30225,1596320000000.0,1596320000000.0,1596320000000.0
1596320000000.0,17.99,30225,1596320000000.0,1596320000000.0,1596320000000.0
1596470000000.0,5.089518,35041,1596470000000.0,1596470000000.0,1596470000000.0
1596560000000.0,5.090743499999999,20032,1596050000000.0,1596560000000.0,1596050000000.0
1596560000000.0,5.090743499999999,20032,1596050000000.0,1596560000000.0,1596050000000.0
1596840000000.0,4.6824449999999995,70084,1596840000000.0,1596840000000.0,1596840000000.0
1596840000000.0,4.6824449999999995,70084,1596840000000.0,1596840000000.0,1596840000000.0
1596870000000.0,3.99,30009,1596140000000.0,1596870000000.0,1596140000000.0
1598380000000.0,4.655066000000001,115091,1598380000000.0,1598380000000.0,1598380000000.0
1598380000000.0,4.655066000000001,115091,1598380000000.0,1598380000000.0,1598380000000.0
1598390000000.0,4.655066000000001,115091,1598380000000.0,1598390000000.0,1598380000000.0
1598390000000.0,2.109609,115150,1598390000000.0,1598390000000.0,1598390000000.0
1598400000000.0,4.151166,115150,1598390000000.0,1598400000000.0,1598390000000.0
1598420000000.0,4.655066000000001,115091,1598380000000.0,1598420000000.0,1598380000000.0
1596890000000.0,5.1021147000000004,60012,1596720000000.0,1596890000000.0,1596720000000.0
1596970000000.0,5.0764537,60012,1596720000000.0,1596970000000.0,1596720000000.0
1597070000000.0,3.99,70561,1597060000000.0,1597070000000.0,1597060000000.0
1597210000000.0,5.0904703,75008,1597140000000.0,1597210000000.0,1597140000000.0
1597380000000.0,5.0815334000000005,75008,1597140000000.0,1597380000000.0,1597140000000.0
1597380000000.0,5.0815334000000005,75008,1597140000000.0,1597380000000.0,1597140000000.0
1597560000000.0,5.090650599999999,75008,1597140000000.0,1597560000000.0,1597140000000.0
1597560000000.0,5.090650599999999,75008,1597140000000.0,1597560000000.0,1597140000000.0
1598010000000.0,34.99,40148,1596600000000.0,1598010000000.0,1596600000000.0
1598010000000.0,9.99,40148,1596600000000.0,1598010000000.0,1596600000000.0
1598120000000.0,3.99,110319,1598120000000.0,1598120000000.0,1598120000000.0
1598120000000.0,3.99,110319,1598120000000.0,1598120000000.0,1598120000000.0
1598140000000.0,3.99,110319,1598120000000.0,1598140000000.0,1598120000000.0
1598220000000.0,1.99,110728,1598220000000.0,1598220000000.0,1598220000000.0
1598230000000.0,4.64697,110750,1598230000000.0,1598230000000.0,1598230000000.0
1598270000000.0,2.4739158,110869,1598260000000.0,1598270000000.0,1598260000000.0
1598300000000.0,3.99,111010,1598300000000.0,1598300000000.0,1598300000000.0
1596280000000.0,19.99,30170,1596270000000.0,1596280000000.0,1596270000000.0
1596460000000.0,3.99,30419,1596410000000.0,1596460000000.0,1596410000000.0
1596530000000.0,17.89795,35193,1596530000000.0,1596530000000.0,1596530000000.0
1596570000000.0,3.99,30419,1596410000000.0,1596570000000.0,1596410000000.0
1596640000000.0,17.99,40101,1596580000000.0,1596640000000.0,1596580000000.0
1596640000000.0,19.99,40101,1596580000000.0,1596640000000.0,1596580000000.0
1596690000000.0,22.236649,40186,1596620000000.0,1596690000000.0,1596620000000.0
1596700000000.0,22.236649,40186,1596620000000.0,1596700000000.0,1596620000000.0
1596730000000.0,22.295506,40186,1596620000000.0,1596730000000.0,1596620000000.0
1596770000000.0,22.295506,40186,1596620000000.0,1596770000000.0,1596620000000.0
1596780000000.0,22.295506,40186,1596620000000.0,1596780000000.0,1596620000000.0
1598430000000.0,22.259577,115328,1598430000000.0,1598430000000.0,1598430000000.0
1598470000000.0,5.096513,115328,1598430000000.0,1598470000000.0,1598430000000.0
1596910000000.0,3.99,70218,1596910000000.0,1596910000000.0,1596910000000.0
1597210000000.0,3.99,80111,1597210000000.0,1597210000000.0,1597210000000.0
1597420000000.0,3.99,95005,1597420000000.0,1597420000000.0,1597420000000.0
1597740000000.0,2.4767200000000003,95574,1597740000000.0,1597740000000.0,1597740000000.0
1597880000000.0,17.99,105355,1597880000000.0,1597880000000.0,1597880000000.0
